time_sin,time_cos,ToVol,Speed,label
0.0,1.0,43,50.3,0
0.02181488503456112,0.9997620270799091,45,58.9,0
0.043619387365336,0.9990482215818578,46,50.6,0
0.06540312923014306,0.9978589232386035,45,50.9,0
0.08715574274765817,0.9961946980917455,27,62.2,0
0.10886687485196457,0.9940563382223196,30,63.5,0
0.13052619222005157,0.9914448613738104,27,73.6,0
0.1521233861899167,0.9883615104677607,40,52.7,0
0.17364817766693033,0.984807753012208,31,59.9,0
0.19509032201612825,0.9807852804032304,38,59.1,0
0.21643961393810288,0.9762960071199334,39,54.5,0
0.23768589232617307,0.9713420698132614,38,50.6,0
0.25881904510252074,0.9659258262890683,27,50.8,0
0.2798290140309921,0.9600498543859287,28,65.0,0
0.3007057995042731,0.9537169507482269,35,58.1,0
0.32143946530316153,0.9469301294951057,26,59.3,0
0.3420201433256687,0.9396926207859084,27,53.2,0
0.36243803828370164,0.9320078692827986,15,59.4,0
0.3826834323650898,0.9238795325112867,24,55.7,0
0.4027466898587372,0.9153114791194472,21,54.7,0
0.42261826174069944,0.9063077870366499,18,63.0,0
0.4422886902190013,0.8968727415326883,24,58.2,0
0.46174861323503386,0.8870108331782217,22,63.4,0
0.48098876891938763,0.8767267557075077,28,57.6,0
0.49999999999999994,0.8660254037844387,29,58.2,0
0.5187732581605214,0.8549118706729466,23,56.2,0
0.5372996083468238,0.8433914458128857,30,60.8,0
0.5555702330196022,0.8314696123025452,18,61.1,0
0.573576436351046,0.8191520442889918,15,55.9,0
0.5913096483635824,0.8064446042674825,16,51.5,0
0.6087614290087205,0.7933533402912353,21,60.9,0
0.6259234721840591,0.7798844830928818,13,69.5,0
0.6427876096865393,0.766044443118978,17,61.3,0
0.659345815100069,0.7518398074789774,15,66.6,0
0.6755902076156602,0.7372773368101241,21,55.4,0
0.6915130557822694,0.7223639620597556,20,54.2,0
0.7071067811865476,0.7071067811865476,15,64.6,0
0.7223639620597555,0.6915130557822694,13,61.8,0
0.737277336810124,0.6755902076156602,21,61.8,0
0.7518398074789773,0.659345815100069,14,57.8,0
0.766044443118978,0.6427876096865394,14,64.9,0
0.7798844830928817,0.6259234721840592,22,63.2,0
0.7933533402912352,0.6087614290087207,13,57.2,0
0.8064446042674825,0.5913096483635825,14,57.5,0
0.8191520442889917,0.5735764363510462,20,60.0,0
0.8314696123025452,0.5555702330196023,13,61.6,0
0.8433914458128856,0.5372996083468239,19,61.5,0
0.8549118706729466,0.5187732581605213,11,64.0,0
0.8660254037844386,0.5000000000000001,24,61.5,0
0.8767267557075077,0.48098876891938774,15,62.5,0
0.8870108331782217,0.46174861323503386,19,71.3,0
0.8968727415326884,0.44228869021900125,21,57.2,0
0.9063077870366499,0.42261826174069944,23,48.9,0
0.9153114791194471,0.40274668985873724,18,55.6,0
0.9238795325112867,0.38268343236508984,26,58.8,0
0.9320078692827984,0.3624380382837017,20,63.6,0
0.9396926207859083,0.3420201433256688,25,55.9,0
0.9469301294951056,0.3214394653031617,21,60.1,0
0.9537169507482269,0.30070579950427306,20,59.6,0
0.9600498543859286,0.2798290140309922,19,63.4,0
0.9659258262890682,0.25881904510252096,23,65.9,0
0.9713420698132614,0.2376858923261731,30,56.7,0
0.9762960071199334,0.2164396139381029,22,61.4,0
0.9807852804032304,0.19509032201612833,25,70.3,0
0.984807753012208,0.17364817766693041,34,55.2,0
0.9883615104677607,0.1521233861899168,29,68.6,0
0.9914448613738104,0.1305261922200515,16,49.2,0
0.9940563382223196,0.10886687485196474,22,59.6,0
0.9961946980917455,0.08715574274765814,24,52.8,0
0.9978589232386035,0.06540312923014305,31,52.3,0
0.9990482215818578,0.04361938736533601,42,57.7,0
0.9997620270799091,0.02181488503456116,42,57.3,0
1.0,6.123233995736766e-17,42,58.1,0
0.9997620270799091,-0.021814885034561034,35,59.6,0
0.9990482215818578,-0.04361938736533589,30,61.8,0
0.9978589232386035,-0.06540312923014292,47,56.3,0
0.9961946980917455,-0.08715574274765801,41,58.9,0
0.9940563382223196,-0.10886687485196461,54,60.6,0
0.9914448613738105,-0.13052619222005138,45,61.1,0
0.9883615104677607,-0.1521233861899167,45,63.8,0
0.984807753012208,-0.1736481776669303,55,63.3,0
0.9807852804032304,-0.1950903220161282,61,56.7,1
0.9762960071199335,-0.21643961393810257,38,53.1,0
0.9713420698132614,-0.23768589232617318,48,55.7,0
0.9659258262890683,-0.25881904510252085,48,63.7,0
0.9600498543859286,-0.2798290140309921,46,58.7,0
0.9537169507482269,-0.30070579950427295,67,60.7,1
0.9469301294951057,-0.32143946530316136,87,59.6,1
0.9396926207859084,-0.3420201433256685,89,59.6,1
0.9320078692827986,-0.3624380382837016,105,55.7,1
0.9238795325112867,-0.3826834323650897,73,58.7,1
0.9153114791194472,-0.40274668985873713,76,56.5,1
0.90630778703665,-0.42261826174069933,69,60.8,1
0.8968727415326884,-0.44228869021900113,67,55.4,1
0.8870108331782216,-0.4617486132350342,82,57.9,1
0.8767267557075078,-0.48098876891938747,73,53.1,1
0.8660254037844387,-0.4999999999999998,68,58.9,1
0.8549118706729467,-0.5187732581605212,70,56.3,1
0.8433914458128858,-0.5372996083468236,61,59.5,0
0.8314696123025451,-0.5555702330196023,61,54.0,1
0.8191520442889917,-0.5735764363510462,74,54.9,1
0.8064446042674825,-0.5913096483635825,76,56.7,1
0.7933533402912352,-0.6087614290087207,77,56.4,1
0.779884483092882,-0.6259234721840587,85,54.7,1
0.766044443118978,-0.6427876096865394,113,53.9,1
0.7518398074789774,-0.6593458151000688,137,45.9,2
0.7372773368101241,-0.6755902076156602,125,45.8,2
0.7223639620597556,-0.6915130557822693,124,49.3,1
0.7071067811865476,-0.7071067811865475,89,50.6,1
0.6915130557822694,-0.7223639620597555,96,51.8,1
0.6755902076156604,-0.737277336810124,102,53.4,1
0.659345815100069,-0.7518398074789773,109,52.9,1
0.6427876096865395,-0.7660444431189779,93,54.4,1
0.6259234721840592,-0.7798844830928817,122,51.7,2
0.6087614290087209,-0.793353340291235,99,50.6,1
0.5913096483635822,-0.8064446042674827,94,53.5,1
0.5735764363510459,-0.8191520442889919,92,51.7,1
0.5555702330196022,-0.8314696123025453,107,48.4,1
0.5372996083468241,-0.8433914458128855,111,51.3,1
0.5187732581605218,-0.8549118706729464,130,51.8,1
0.5000000000000003,-0.8660254037844385,109,53.5,1
0.48098876891938763,-0.8767267557075077,122,50.0,1
0.4617486132350339,-0.8870108331782217,93,53.6,1
0.4422886902190013,-0.8968727415326883,120,53.0,1
0.4226182617406995,-0.9063077870366499,82,52.3,1
0.4027466898587373,-0.9153114791194471,108,47.6,2
0.3826834323650899,-0.9238795325112867,131,48.6,2
0.36243803828370175,-0.9320078692827984,128,43.4,2
0.3420201433256689,-0.9396926207859083,136,40.6,2
0.32143946530316175,-0.9469301294951056,163,37.0,2
0.30070579950427334,-0.9537169507482268,140,41.8,2
0.27982901403099186,-0.9600498543859287,160,42.9,2
0.2588190451025206,-0.9659258262890683,115,47.5,2
0.23768589232617338,-0.9713420698132613,125,49.0,1
0.21643961393810318,-0.9762960071199333,127,51.2,1
0.1950903220161286,-0.9807852804032304,139,45.6,2
0.17364817766693028,-0.984807753012208,104,49.4,1
0.15212338618991664,-0.9883615104677607,128,47.4,1
0.13052619222005157,-0.9914448613738104,128,46.6,2
0.10886687485196457,-0.9940563382223196,118,51.8,1
0.0871557427476582,-0.9961946980917455,117,47.5,1
0.06540312923014356,-0.9978589232386035,137,48.3,2
0.04361938736533607,-0.9990482215818578,118,50.6,1
0.021814885034561218,-0.9997620270799091,153,46.7,2
1.2246467991473532e-16,-1.0,134,49.6,1
-0.021814885034560975,-0.9997620270799091,132,46.5,2
-0.04361938736533583,-0.9990482215818578,123,44.5,1
-0.06540312923014331,-0.9978589232386035,152,46.3,2
-0.08715574274765794,-0.9961946980917455,140,45.6,2
-0.10886687485196432,-0.9940563382223196,142,45.8,2
-0.13052619222005132,-0.9914448613738105,149,42.3,2
-0.15212338618991642,-0.9883615104677608,182,38.7,2
-0.17364817766693003,-0.9848077530122081,181,42.9,2
-0.19509032201612836,-0.9807852804032304,179,40.3,2
-0.21643961393810293,-0.9762960071199334,135,42.3,2
-0.23768589232617313,-0.9713420698132614,152,43.2,2
-0.25881904510252035,-0.9659258262890684,155,39.2,2
-0.27982901403099164,-0.9600498543859288,137,45.1,2
-0.30070579950427306,-0.9537169507482269,157,44.2,2
-0.32143946530316153,-0.9469301294951057,183,43.6,2
-0.34202014332566866,-0.9396926207859084,178,41.4,2
-0.3624380382837015,-0.9320078692827986,147,46.3,2
-0.38268343236508967,-0.9238795325112868,139,40.5,2
-0.4027466898587371,-0.9153114791194472,160,40.7,2
-0.4226182617406989,-0.9063077870366503,156,43.7,2
-0.4422886902190007,-0.8968727415326886,173,40.2,2
-0.46174861323503413,-0.8870108331782216,192,44.4,2
-0.4809887689193878,-0.8767267557075077,178,43.5,2
-0.5000000000000001,-0.8660254037844386,183,41.4,2
-0.5187732581605216,-0.8549118706729465,170,43.3,2
-0.5372996083468239,-0.8433914458128856,189,39.8,2
-0.555570233019602,-0.8314696123025455,152,38.9,2
-0.5735764363510458,-0.819152044288992,150,44.0,2
-0.591309648363582,-0.8064446042674828,179,41.2,2
-0.6087614290087203,-0.7933533402912354,175,43.8,2
-0.6259234721840587,-0.779884483092882,160,42.2,2
-0.6427876096865389,-0.7660444431189783,146,43.7,2
-0.6593458151000692,-0.7518398074789772,169,42.1,2
-0.6755902076156601,-0.7372773368101241,150,46.7,2
-0.6915130557822693,-0.7223639620597556,155,44.5,2
-0.7071067811865475,-0.7071067811865477,154,43.2,2
-0.7223639620597555,-0.6915130557822695,179,43.4,2
-0.7372773368101239,-0.6755902076156604,166,43.7,2
-0.7518398074789773,-0.6593458151000691,149,41.2,2
-0.7660444431189779,-0.6427876096865395,161,45.9,2
